url,prodi
http://jurusan.tik.pnj.ac.id/repositori/dok/37,Teknik Multimedia dan Jaringan
http://jurusan.tik.pnj.ac.id/repositori/dok/39,Teknik Multimedia dan Jaringan
http://jurusan.tik.pnj.ac.id/repositori/dok/44,Teknik Multimedia dan Jaringan
http://jurusan.tik.pnj.ac.id/repositori/dok/53,Teknik Multimedia dan Jaringan
http://jurusan.tik.pnj.ac.id/repositori/dok/80,Teknik Multimedia dan Jaringan
http://jurusan.tik.pnj.ac.id/repositori/dok/85,Teknik Multimedia dan Jaringan
http://jurusan.tik.pnj.ac.id/repositori/dok/86,Teknik Multimedia dan Jaringan
http://jurusan.tik.pnj.ac.id/repositori/dok/90,Teknik Multimedia dan Jaringan
http://jurusan.tik.pnj.ac.id/repositori/dok/95,Teknik Multimedia dan Jaringan
http://jurusan.tik.pnj.ac.id/repositori/dok/99,Teknik Multimedia dan Jaringan
http://jurusan.tik.pnj.ac.id/repositori/dok/100,Teknik Multimedia dan Jaringan
http://jurusan.tik.pnj.ac.id/repositori/dok/102,Teknik Multimedia dan Jaringan
http://jurusan.tik.pnj.ac.id/repositori/dok/105,Teknik Multimedia dan Jaringan
http://jurusan.tik.pnj.ac.id/repositori/dok/117,Teknik Multimedia dan Jaringan
http://jurusan.tik.pnj.ac.id/repositori/dok/121,Teknik Multimedia dan Jaringan
http://jurusan.tik.pnj.ac.id/repositori/dok/127,Teknik Multimedia dan Jaringan
http://jurusan.tik.pnj.ac.id/repositori/dok/128,Teknik Multimedia dan Jaringan
http://jurusan.tik.pnj.ac.id/repositori/dok/129,Teknik Multimedia dan Jaringan
http://jurusan.tik.pnj.ac.id/repositori/dok/137,Teknik Multimedia dan Jaringan
http://jurusan.tik.pnj.ac.id/repositori/dok/140,Teknik Multimedia dan Jaringan
http://jurusan.tik.pnj.ac.id/repositori/dok/141,Teknik Multimedia dan Jaringan
http://jurusan.tik.pnj.ac.id/repositori/dok/144,Teknik Multimedia dan Jaringan
http://jurusan.tik.pnj.ac.id/repositori/dok/152,Teknik Multimedia dan Jaringan
http://jurusan.tik.pnj.ac.id/repositori/dok/154,Teknik Multimedia dan Jaringan
http://jurusan.tik.pnj.ac.id/repositori/dok/155,Teknik Multimedia dan Jaringan
http://jurusan.tik.pnj.ac.id/repositori/dok/156,Teknik Multimedia dan Jaringan
